id,subject,message
64775,2022Bb שאלה 2,"שלום,
בתשובה לשאלה זו אין התייחסות להתנגשות של 2 מפתחות שונים בטבלה, דבר שאם קורה מערער את נכונות הקוד, אשמח להתייחסות איך מטפלים בנושא."
64843,תשובה ל: 2022Bb שאלה 2,"אין צורך לדבר על זה כי מבחינתך אתה עובד עם מילון והמימוש מאחורי הקלעים לא צריך להדאיג אותך.

כל האלגוריתם עדיין היה נכון מילה במילה אם המילון D היה ממומש על ידי עץ AVL."
65235,תשובה ל: 2022Bb שאלה 2,"קצת לא הבנתי את התשובה, מצויין בפירוש שהמילון הוא טבלת hash, וגם לפי השאלה אני הבנתי שרוצים שנציין את זה, אך למדנו שבhash יכולים שני מפתחות שונים להתנגש, במקרה הזה התנגשות אומר שיש 2 ערכים במילון עם מרחק שונה מהחציון אבל באותו תא בhash, מה שדופק את הקוד. אם המילון היה ממומש על ידי AVL אז הסיבוכיות הייתה Onlogn בWC ולא On בתוחלת, אז או שהסיבוכיות פה לא נכונה או שהמימוש לא נכון, אם אפשר להבהיר בבקשה מה מהם, תודה רבה"
65310,תשובה ל: 2022Bb שאלה 2,"אני מתכוון שבפתרון הוצג אלגוריתם המשתמש במילון. מבחינתך לא אמור להיות אכפת איך המילון ממומש, רק שהוא מבצע את פעולות הADT כמו שרצית.
זה שמדובר על טבלת hash משפיע רק על הסיבוכיות ולא על נכונות האלגוריתם."
64822,אתחול מערך זמן קבוע,"שלום,
בהרצאה 1 למדנו על כך שאפשר לתחזק מערך (וקטור) שמאותחל בזמן קבוע, ניתן להשתמש בכך בשאלות במבחן, בשימוש המימוש שלמדנו בכיתה?"
64845,תשובה ל: אתחול מערך זמן קבוע,כן
64920,2022 Bb שאלה 1 סעיף ב,"לא הצלחתי להבין למה 

m=o(n^3)

האם מכיוון שהתוחלת קטנה מ  1 ?

תודה"
65088,תשובה ל: 2022 Bb שאלה 1 סעיף ב,"אנחנו מחפשים את הm הכי קטן שעבורו מתקיים האי שיוויון. אם מציבים m = n^3 אז מתקיים האי שיוויון, כלומר הm שאנחנו מחפשים הוא O(m^3)"
64940,מבחן 2022AB שאלה 5 סעיף ב,"אני לא מבין את המעבר המודגש בתמונה,

איך מסכומים של S קיבלנו Sk-1 + Sk-3?

תודה"
65091,תשובה ל: מבחן 2022AB שאלה 5 סעיף ב,"צריך להוכיח באינדוקציה ש s_0 + s_0 + s_0 + s_1 + ...s_(k-3) = s_(k-1) עבור k>=4

בסיס k=4: מתקיים s_0 + s_0 + s_0 +s_1= 5 = S_3

צעד k->k+1:
s_0 + s_0 + s_0 + s_1 +... +s_(k-3)+s(k-2) =
s_(k-1)+s_(k-2) =
s_k"
72269,תשובה ל: מבחן 2022AB שאלה 5 סעיף ב,"הי,
לא הצלחתי להבין למה הוכחת s_0 + s_0 + s_0 + s_1 + ...s_(k-3) = s_(k-1) עבור k>=4
מסבירה לנו את המעבר:
s_0 + s_0 + s_1 + ... + s_(k-3) = s_(k-1) + s_(k-3)
?"
72681,תשובה ל: מבחן 2022AB שאלה 5 סעיף ב,"מצטער, נראה שהטעתי בפתרון הקודם שלי.

איך שצריך לנסח את הפתרון הוא

s_k = s_0 + s_0 + s_0 + s_1 + ...s_(k-3)

ולכן s_k - s_(k-1) = s_(k-3) (בגלל שכל הגורמים בנוסחה למעלה יצטמצמו פרט לגורם בודד).
לכן s_k = s_(k-1) + s_(k-3)"
72766,תשובה ל: מבחן 2022AB שאלה 5 סעיף ב,הבנתי תודה רבה
65709,2020AA שאלה 5 סעיף ב,"היי,

בפתרון לסעיף ב' אתחלו טבלת hash בגודל n, אבל במימוש PrintAllSailingsToday() מוחקים אונייה מהיום הנוכחי k ומעבירים אותה ליום הנוכחי פלוס מחזור ההפלגה, כלומר k+Db. אבל זה אומר שבכל קריאה לפונקציה נכניס מפתח חדש לטבלה וכמות המפתחות השונים לא מוגבלת. זה לא יפגע בזמן הריצה בתוחלת כי הטבלה היא בגודל n בלבד?"
65855,תשובה ל: 2020AA שאלה 5 סעיף ב,"כמות המפתחות חסומה על ידי כמות הספינות n.

מה שכן, היה צריך להוסיף לסעיף ב את הנתון ש n ידוע מראש."
65885,תשובה ל: 2020AA שאלה 5 סעיף ב,"כמות המפתחות ההתחלתית חסומה על ידי כמות הספינות n אבל הכוונה שלי היא שאם נכניס לטבלה ספינה למשל במפתח מספר 1 (יום 1), ואחכ כל פעם ב-PrintAllSailingsToday נמחק ונוסיף אותה במפתח 8 (נגיד עם מחזור של שבוע) ואז שוב במפתח 15,22,29 וכו אז כמות המפתחות הזו אין סופית וכבר לא חסומה על ידי כלום. מה אני מפספסת?"
66088,תשובה ל: 2020AA שאלה 5 סעיף ב,"כמות המפתחות ממשיכה להיות חסומה על ידי n.

נעזרים במילון (שספציפית ממומש עם טבלת hash) שהמפתח הוא יום והvalue הוא רשימה מקושרת.
ב printAllSailings מחפשים את המפתח של היום (נסמן ב k) הנוכחי ומקבלים את הvalue שלו שהוא רשימה מקושרת של הספינות שיוצאות היום. כל ספינה כזאת מוחקים מהרשימה המקושרת של הvalue, מחפשים במילון את יום היציאה הבא שלה ומוסיפים לרשימה המקושרת המתאימה. בסוף התהליך מוחקים את k מהמילון."
66089,תשובה ל: 2020AA שאלה 5 סעיף ב,"כלומר כל key מתאים ליום הפלגה של ספינות.
בנוסף כל ספינה יושבת בדיוק ברשימה מקושרת אחת שהיא ה value המתאים לkey המתאר את תאריך ההפלגה הקרוב של הספינה."
65769,תחזוק מערך שגודלו משתנה,"היי,

ראינו באחת ההרצאות הראשונות שניתן לתחזק מערך באופן דינמי (מערך שגודלו משתנה בהתאם לכמות הערכים שאינם ״זבל״ בתוכו) ב- O(1)  אמורטייזד. האם ניתן להשתמש בכך במבחן?"
65865,תשובה ל: תחזוק מערך שגודלו משתנה,"כן.
יותר מזה, ראיתם גם איך לעשות לתהליך דה אמורטיזציה ולקבל מערך שגודלו משתנה ב O(1) במקרה הגרוע."
65777,2022AA שאלה 3ב,"שלום,
בשאלה זו בסעיף ב', בפתרון הרשמי חילקו את המערך למקטעים בגודל שורש n, נניח n שווה 9 אזי שורש n שווה 3 כלומר האיבר במקום 1 במערך הממויין (נניח מתחיל מ1) יכול להיות במקומות 1 עד 4 כולל (i+k כאשר i זה 1 וk זה 3), אבל אם נחלק את המערך לבלוקים בגודל 3 שזה שורש n נקבל כי בכל פרמוטציה של הבלוק הראשון האיבר במקום 1 אף פעם לא יהיה במקום הרביעי, כלומר תנאי השאלה לא מתקיים, אשמח להתייחסות.

כמו כן אשמח להתייחסות לגבי האם הוכחה אלגברית של nlog (n^0.5) = אומגה של nlogn תופסת במקרה הזה, תודה"
65862,תשובה ל: 2022AA שאלה 3ב,"שים לב שאנחנו מתחילים ממערך ממויין ורק רוצים לייצר כמה שיותר פרמוטציות שלו שמקיימות שכל איבר הוא במרחק לכל היותר 3 מהמיקום הממויין, אם גרמנו לזה שהמרחק הוא לכל היותר 2 אז זה עדיין סבבה.
(אנחנו רוצים לתת חסם תחתון על כמות העלים בעץ ההשוואות, או במילים אחרות - בהנתן מערך קלט כללי a1 a2 ... an, איזה פרמוטציות שלו האלגוריתם חייב להיות מסוגל להחזיר).

לא מבין את השאלה השנייה"
72287,תשובה ל: 2022AA שאלה 3ב,"היי,
אני עדיין לא מצליחה להבין כל כך את הפתרון של השאלה.
מה שמבלבל אותי זה שבכיתה בשאלות כאלה לקחנו קלט כללי שעונה על הדרישות הרלוונטיות לשאלה ודיברנו על מספר הפלטים האפשריים שלו ואז עשינו לוג כדי לקבל חסם תחתון.
פה בפתרון הם מתייחסים לקלט ספציפי בהתאם לפלט ספציפי עליו החליטו. אני קצת לא מצליחה להבין מה ניסו לעשות כאן ומתי זה אפשרי/חוקי"
72594,תשובה ל: 2022AA שאלה 3ב,"נתן הסביר את זה בשעת קבלה
הוא אמר שבשביל חסם תחתון בעץ השוואות צריך למצוא את כמות הפלטים האפשריים של האלגוריתם ולקחת עליו לוג, אבל שבמקרה הזה קשה למצוא ביטוי לכמות הפלטים האפשריים, אז ניקח איזשהי תת קבוצה של הפלטים האפשריים שאנחנו כן יודעים לחשב את הגודל שלה, ונראה שאפילו אם לוקחים לוג רק על הגודל שלה, זה יוצא אומגה של nlogn.
בשביל זה נחלק מערך ממויין לשורש n בלוקים בגודל שורש n, וניקח את כל צירופי הפרמוטציות האפשריים של הבלוקים האלה - זה עומד בתנאים של השאלה כי כל איבר נמצא במרחק של לכל היותר שורש n מהמקום שלו במערך הממויין, כי עשינו shuffle רק בתוך בלוקים בגודל שורש n. ברור שזה לא כל הפלטים האפשריים אבל אפילו אם לוקחים את כמות המערכים הזאת רואים שזה nlogn"
65859,שאלה לגבי המבחן,"האם בnvלך המבחן כדי למנוע בלבולי אינדקסולוגיה, אפשר לכתוב הנחות כמו ""נניח שאינדקסי המערך הם מ1 עד n"" ?"
65863,תשובה ל: שאלה לגבי המבחן,"כן, בכל שאלה צריך לציין בנפרד אם אתה עושה נוטציה כזאת."
65968,2022AB שאלה 2א,אפשר בבבקשה הסבר ללמה הטעות נפוצה היא טעות? אלו כמות האיברים שאנחנו נפטרים מהם כל איטרציה.
66068,תשובה ל: 2022AB שאלה 2א,אפשר גם להסביר בבקשה למה בסעיף ב' המקרה כן עובד ובו אפשר להוריד מחלק מהשישיות 2 איברים ומחלק מהשישיות 3 איברים?
66093,תשובה ל: 2022AB שאלה 2א,"לא בהכרח נפטרים מהאיברים האלה.
יכול להיות מצב שהחציון שתקבל רקורסיבית גדול מכל האיברים שהיו השניים בגודלם בשישייה וקטן מכל האיברים שהיו השלישיים בגודלם בשישייה.
במקרה הזה אפשר לומר שנפתרים רק מ2 איברים עבור כל אחד מהאיברים שקטנים מהחציון הרקורסיבי (חצי מ n/6)"
66096,תשובה ל: 2022AB שאלה 2א,בסעיף ב כן לוקחים גם וגם כי אי אפשר לומר שהחציון הרקורסיבי גדול רק מהאיברים שהיו השניים בגודלם (יש רק n/6 * 1/3 כאלו והחציון הרקורסיבי צריך להיות גדול מ n/6 * 1/2 איברים)
68269,מבחן 2017BA שאלה 3ג,"היי :) אשמח לעזרה עם השאלה הזאת: 

ראיתי פתרון שמציע את המבנה הבא: מבנה המכיל שני עצי AVL, ורשימה מקושרת L: עץ T1 יכיל את כל איברי המבנה, בתוספת שדה ""DELETED"" שיסמן האם האיבר מחוק או לא. 
עץ T2 יכיל את כל המפתחות שנמחקו אי פעם מהמבנה. כל צומת בעץ יכיל בנוסף את השדה ""STILL DELETED"" שיסמן האם עדיין לא קיים שום איבר במבנה בעל מפתח כזה.
הרשימה L תכיל את כל האיברים שנמחקו מהעץ אך לא עודכנו בT2. 
הפעולות ימומשו באופן הבא: 
1. DELETE - נבצע מחיקה ""עצלה"" של האיבר מהמבנה ע""י כך שנשנה את שדה DELETED שלו בT1 לTRUE. בנוסף, נוסיף את האיבר לרשימה המקושרת L. 
2. INSERT, EVERDELETED, STILLDELETED - נכניס כל מפתח של איבר בL לT2 בצורה הבאה: 
    - אם המפתח של האיבר נמצא בT2, נעדכן את שדה STILL DELETED שלו לTRUE.
    - אם המפתח של האיבר לא נמצא בT2, נוסיף אותו לעץ T2 (בעלות O(LOG K)) עם שדה STILL DELETED מעודכן לTRUE. 
    נמחק את האיבר מהרשימה L.
    לאחר מכן נבצע את הפעולה המתאימה כרגיל כפי שפתרנו בסעיפים הקודמים:

    INSERT: הוספה של האיבר לT1 וחיפוש המפתח בT2. אם המפתח קיים, נעדכן את STILL DELETED של האיבר לFALSE.

    EVERDELETED: חיפוש המפתח בT2, אם נמצא אותו נחזיר TRUE, אחרת FALSE.

    STILLDELETED: חיפוש המפתח בT2 והחזרת שדה STILL DELETED שלו.

אני מתקשה להבין למה הפתרון הזה עונה על דרישות הסיבוכיות בAMORTIZE, זה פתרון שקיבל ניקוד מלא. 

תודה מראש :)"
68516,תשובה ל: מבחן 2017BA שאלה 3ג,"פישלנו קצת בניסוח של התרגיל בגלל שלא ציינו את זמן האמורטייזד של Delete ובלי שציינו את זמני האמורטייזד של כל הפעולות אז אמורטייזד לא מוגדר (חוץ מאם מסתכלים על סדרת פעולות בלי delete אבל אז זה לא מעניין).
התכוונו לדרוש בנוסף שהאמורטייזד של delete הוא O(1).

הוכחת האמורטייזד נראית ככה:

נימוק קצר וקביל - כמות פעולות המחיקה קטנה או שווה לכמות פעולות ההכנסה (כלומר k <= #insert <= n) ולכן ניתן לחייב את כל העבודה הקשורה ל L לפעולת insert.

נימוק שקול ויותר מהגדרה - תהי סדרה של n פעולות, נחסום את זמן הריצה שלה ונראה שזמני האמורטייזד עונים על ההגדרה (שמתקיים אי השיוויון שמגדיר אמורטייזד).
נבחין כי פרט לעבודה הקשורה ל L (כל מה שתיארת ב5 שורות שהגיעו אחרי התיאור של delete) העלות של הפעולות הן -
insert - logn
everdelete - logk
stilldeleted - logk
delete - 1
בנוסף, נבחין כי סך העלות של הפעולות הקשורות ל L היא לכל היותר klogk (בגלל שעובדים בפעולות האלה רק על העץ T2 ומכניסים לL לכל היותר k איברים).
לכן נקבל:"
68518,תשובה ל: מבחן 2017BA שאלה 3ג,
68519,תשובה ל: מבחן 2017BA שאלה 3ג,"המונח ""נחייב"" שאמרתי בפתרון המקוצר הוא מונח סטנדרטי והמשמעות שלי היא בדיוק האי שיוויון שביצענו בתמונה למעלה (הוספנו למה שמכפיך את #insert גם את ה klogk הסגול)"
68596,תשובה ל: מבחן 2017BA שאלה 3ג,"תודה רבה, זה היה ממש מובן!
אז בעצם באותה מידה הפתרון של השאלה היה יכול להיות אותו דבר רק שבמקום ששלושת הפעולות ייקחו איברים מL ויעבירו לT2, שרק פעולת insert תעשה את זה והניתוח סיבוכיות היה אותו הדבר?"
68687,תשובה ל: מבחן 2017BA שאלה 3ג,"לדעתי לא - במצב של n הכנסות ואז n מחיקות, כל EverDeleted על האיבר האחרון בL יהיה בזמן O(n), ואז לעשות עוד n פעולות כאלה יקח n^2, סהכ עבור 3n פעולות ביצעת סיבוכיות של יותר מn^2 ולכן האמורטייד של everDeleted יהיה לינארי"
68803,תשובה ל: מבחן 2017BA שאלה 3ג,"מה שעומר אמר.
חובה מיד לפני כל פעולה (everdeleted stilldelete) לרוקן את הרשימה L כי אחרת לא נדע להחזיר תשובה נכונה בזמן סביר"
70530,תשובה ל: מבחן 2017BA שאלה 3ג,"יש מצב להסבר למה בפתרון הזה ה delete היא ב O(1) wc? הרי כדי לשנות את השדה צריך למצוא את האיבר שמוחקים, ו ב wc זה O(logn). תודה לעוזרים"
70546,תשובה ל: מבחן 2017BA שאלה 3ג,"הבנתי, לא חשוב:)"
68992,מבחן 2017ba שאלה 4ב,אשמח לקבל כיוון לפתרון של שאלה 4 סעיף ב :
69114,תשובה ל: מבחן 2017ba שאלה 4ב,"בניסוח של השאלה היו צריכים לציין גם את זמני האמורטייזד של הפעולות, נעשה כמו הWC שביקשו.

הטריק דומה יחסית למה שהיה לנו בתרגול עם הערימות מינימום-מקסימום

נתחזק עץ AVL בשם T עבור k האיברים הקטנים ביותר ובנוסף ערימת פיבונאצי (מינימום) בשם H עבור שאר n-k האיברים.

הכנסה של x - אם x גדול מהמקסימום של T אז נכניס לH. אחרת, נכניס את x ל T, נמחק מT את המקסימום ונכניסו ל H.

מחיקה בהנתן מצביע ל x - אם x שייך ל T אז נמחק אותו, לאחר מכן נמחק את המינימום מH ונכניס אותו ל T (הוא יהיה המקסימום החדש של T). אם x שייך ל H אז נמחק אותו וזהו.

select - ביצוע select בתוך T (צריך שב T יהיה שדה size)"
69115,תשובה ל: מבחן 2017ba שאלה 4ב,
69119,תשובה ל: מבחן 2017ba שאלה 4ב,"בסעיף הזה יש טריק נוסף -

נשארים עם אותו מבנה נתונים כמו מקודם.

decrease key של x - אם x שייך ל T אז מוחקים אותו משם ומכניסים מחדש. אם x שייך ל H אז עושים לו decKey רגיל. אם יצא ועכשיו x הוא המינימום של H אז אולי צריך להעביר אותו ל T:
נשווה את x אם המקסימום של T, אם x גדול יותר אז לא עושים כלום. אם x קטן יותר אז כאן מגיע הטריק: נחליף בין המפתח של x לבין המפתח של המקסימום ב T ונסיים. (אם היינו מוחקים את x מH ומכניסים ל T ומוחקים את המקסימום של T ומכניסים ל H אז זה היה יקר מדי כי המחיקה של x מH תעלה logn אמורטייזד)."
69987,תשובה ל: מבחן 2017ba שאלה 4ב,"למה אפשר פשוט להחליף את המפתחות? יכול להיות שלצמתים יש עוד מידע שהם מחזיקים ואז אנחנו מאבדים אותו
זאת אומרת, אם עושים את ההחלפה נעשה החלפת פוינטרים של כל הצומת לא?"
69989,תשובה ל: מבחן 2017ba שאלה 4ב,"יש פה איזו דקות - החלפה בין המפתחות יכולה להיות בעייתית. יכול להיות שנעשה decrease key בH ועכשיו הערך בו יהיה קטן אפילו מהמינימום בT. כלומר המיקום שלו לא אמור להיות בראש הערימה של T.
לכן נצטרך למחוק את המקסימום של T ולהכניס את האיבר החדש לT ב O(logk)"
70167,תשובה ל: מבחן 2017ba שאלה 4ב,"שרון - אפשר לחשוב על כל איבר כאל אובייקט עם key,value ופוינטר ל node שהוא יושב בו בערימה/מבנה נתונים אחר. אני אומר שנחליף בין הפוינטרים האלה.
שרה - צודקת, תודה"
68999,מבחן 2020AB שאלה 5,"אהלן,

בפתרון של שאלה 5 כתוב כי בכל איטרציה של פעולת MATCH נבצע מחיקה אחת של המקסימום. לא הבנתי למה מתבצעת בהכרח רק מחיקה אחת, הרי למשל, אם שני הערכים הגבוהים ביותר נתונים עבור רקדן i, כאשר נמחק את המקסימום, אז באיטרציה הבאה הוא עדיין הרקדן עם הערך המקסימלי אבל הוא כבר לא מעניין אותנו כי מצאנו לו זיווג."
69096,תשובה ל: מבחן 2020AB שאלה 5,יכול לצרף את השאלה?
69287,תשובה ל: מבחן 2020AB שאלה 5,
69502,תשובה ל: מבחן 2020AB שאלה 5,"יכולים לבצע יותר ממחיקה אחת של של מקסימום, בתיאור הפעולה רשום ""וחוזרים על התהליך"" ובניתוח של match אמרו שבכל איטרציה פנימית של match יש מחיקת מקסימום אחת"
69855,תשובה ל: מבחן 2020AB שאלה 5,"אז לא הבנתי למה בכל איטרציה יש מחיקת מקסימום אחת, הרי יכול להיות שהמקסימום הבא או של הרקדן שהרגע מצאנו את המקסימום שלו ואז נצטרך למחוק יותר מאחד לא?"
70123,תשובה ל: מבחן 2020AB שאלה 5,הכוונה היא שפעולת match אחד מכילה כמה איטרציות של מחיקה. ממשיכים למחוק את שמקבלים זוג תקין
71069,תשובה ל: מבחן 2020AB שאלה 5,אשמח להסבר בבקשה איך מגיעים לפונקצית הפוטנציאל הזו
71112,תשובה ל: מבחן 2020AB שאלה 5,"אתה רוצה שבמידה וביצעת x מחיקות מהערימה (מה שעולה xlogn ומקטין בx את גודל הערימה) אז הפוטנציאל ירד באותה כמות.

דרך יותר אינטואיטיבית לעשות כאן את הניתוח אמורטייזד זה בשיטת הנק: בכל הכנסה לשים 2logn מטבעות לבנק ובכל מחיקה לשם logn מטבעות.
נשים לב שההוכחה הזאת יכולה לתת עוד זווית ראיה על למה פונקציית הפוטנציאל ממקודם הגיונית: יוצא שמאזן הבנק שלנו הוא לפחות size(H)*logn"
82136,תשובה ל: מבחן 2020AB שאלה 5,תוכל לחדד למה מאזן הבנק שלנו הוא לפחות size(H)*logn ?
69131,2018BA שאלה 3,"אוכל סרטים על השאלה הזאת, אפשר עזרה?"
69134,תשובה ל: 2018AB שאלה 3,"א - רשימה מקושרת

ב' - ניתן לפתור עם tree list, בו כל הפעולות יקחו זמן לוגריתמי. Concat יהיה בעצם join של שני עצי AVL. יש לשים לב שלא צריך לשמור את האינדקס בתוך מפתח - ניתן לעשות retrieve באמצעות פעולת select."
69137,תשובה ל: 2018AB שאלה 3,"סעיף ג -
UF על ה*אובייקטים* L_i. כל אובייקט מצביע לרשימה מקושרת.
כאשר עושים insert לאובייקט L אז עושים הכנסה רגילה לרשימה מקושרת ודואגים שהאיבר שהוכנס יצביע לL.
כאשר עושים retrieve אז מטיילים על הרשימה המקושרת.
כאשר עושים concat(L1,L2) אז משרשרים את הרשימות המקושרות של L_1,L_2 ובנוסף עושים union לאובייקטים L_1,L_2. נחליט שהשורש החדש שהתקבל הוא האובייקט L_1 והוא יצביע לרשימה המקושרת הגדולה שנוצרה.
whichList(A) - בהנתן איבר A, נסתכל על איזה אובייקט L הוא מצביע (הרשימה המקורית אלייה הוא היה שייך) ונעשה find(L)."
69138,תשובה ל: 2018AB שאלה 3,"סעיף ד -
כמו סעיף ב (שהכל בוצע בlogn בעזרת tree-list), רק שהפעם גם נשמור finger לצומת ה""מינימלי"" (לפי הסדר in order).
מה שהיינו רוצים לומר עכשיו זה שאנו עושים select(i) בזמן log(i( ואז הrebalance הוא O(1( אמורטייזד.
הבעיה בגישה הזאת היא שבשביל לבצע select(i) מהיר בהכנסה אנו צריכים לתחזק שדה size בעץ וכאשר אנו עושים הכנסה ליד המינימום אז ""אין ברירה"" אלה לתקן את השדה size עד לשורש.

הפתרון: (שאין מצב שזה מה שהם רצו)
נבחין כי לאחר הrebalance הסטנדרטי של AVL המתבצע בinsert(x,i) מתקיים שהצמתים היחידים שהשדה size שלהם הוא לא תקין הם הצמתים במסלול מהשורש אל ה""מינימום"".
לכן אפשר בinsert לא לתקן את השדה size עד השורש אלה רק לבצע את התיקונים לשדה size בזמן פעולות הrebalance הסטנדרטיות של AVL. (זה משאיר רישא מהמסלול מהשורש אל המינימום לא תקין)
נשים לב שבגלל שsize הוא שדה שניתן לחשב על סמך השדה של הבנים, אז אפקטיבית במהלך פעולות הInsert הבאות, אנו יכולים לחשוב על השדה size כתקין (אנו מתחילים מהfinger וכל פעם שאנו עולים למעלה, אנחנו מחשבים מחדש את size של הצומת הנוכחי על סמך השדה של הבנים).

סעיף ה -
שילוב של מבנה הtree-list של סעיף ב עם הניתוח אמורטייזד של UF שמומש עם רשימות מקושרת (כשמאחדים 2 עצים אז מעתיקים את כל המצביעים מהעץ הקטן לשורש של העץ הגדול. יוצא שכל צומת עשה לכל היותר logn העתקות במהלך ריצת התוכנית)."
79791,תשובה ל: 2018AB שאלה 3,"אשמח להסבר למה בסעיף ב' join עונה על הדרישה, הרי אנחנו יודעים שזה שקול ל""שרשור"" של אחד העצים לאחר ובפרט זה לא יגרום לכך ששני העצים יפסיקו להתקיים ונקבל עץ שלישי חדש, אלא פשוט שעץ אחד הפסיק להתקיים והוא עכשיו חלק מהעץ האחר. תודה מראש."
80128,תשובה ל: 2018AB שאלה 3,בהגדרה של concat ניתן להניח שאין למשתמש יותר גישה ל L1 ו L2 ולכן מותר להרכיב בעזרתן את הרשימה הסופית
69140,2020BB שאלה 6,שאלה 
