id,subject,message
19425,שאלה 4 חוברת שאלות,"<p dir=""rtl"" style=""text-align:right;"">למה ב-2 המטען הוא פלוס חצי? הרי עד 2.34 המטען הוא פלוס 1</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/19425/image%20%281%29.png"" alt="""" class=""img-fluid"" /><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/19425/image.png"" alt="""" class=""img-fluid"" /><br /></p>"
20073,תשובה ל: שאלה 4 חוברת שאלות,"<p>עד כמה שאני מבין, pH=2.34 הוא הpK1 של גליצין, שם חצי מהקרבוקסיל מיונן (ללא מימן) עם מטען 1-, וחצי לא מיונן (עם מימן) ויש לו מטען 0. משמע, סה""כ מטען של החומצה הקרבוקסילית הוא 0.5-. נזכור שבpH הנ""ל כל הקבוצות האמיניות מיוננות (עם מימן), לכן סה""כ מטען שלהן 1+. מכאן, שבpH=2.34 סך כל המטען הוא 0.5+ (1-0.5).&nbsp;</p><p>באופן כללי, buffer zone (כשאנחנו מוסיפים בסיס אך הpH לא משתנה) הוא 1+- מהpKa. לכן, pH=2 נמצא בתוך הbuffer zone של החומצה הקרבוקסילית של גליצין, ומאוד קרוב לנקודה בה סך כל המטען שווה ל0.5+, עד כדי כך שאפשר לומר שסך המטען הוא בערך חצי.</p><p>אפשר אולי לשאול האם לא נכון יותר לומר שבpH=2 סך המטען יהיה ""גדול מ0.5+"", אבל הוא בכל מקרה יהיה יותר קרוב לחצי מאשר לאחד.</p><p>נקודה אחרונה - לדעתי חשוב לזכור שאנחנו מדברים פה על צבר של גליצין ולא יחיד, לכן אנחנו יכולים לדבר על מטען שהוא ""חצי"", שזה אומר שחצי מכמות המולקולות הן עם מטען אחד וחצי עם אפס, אבל כל מולקולה יחידה היא עם מטען שלם&nbsp;</p><p><br></p>"
20353,תשובה ל: שאלה 4 חוברת שאלות,"<div class=""text_to_html"">אם זה באמת המצב למה ב10pH אנחנו לא ב0.5-?</div>"
20363,תשובה ל: שאלה 4 חוברת שאלות,"<p>שאלה מאוד טובה, ואין לי תשובה טובה :/</p><p>אולי כי היא מתקרבת כבר לסוף הטיטרציה?&nbsp;</p>"
19624,שאלה לגבי חוברת השאלות,"<p dir=""ltr"" style=""text-align:left;"">היי,</p><p dir=""ltr"" style=""text-align:left;"">אשמח אם תוכלו לכתוב בבקשה אילו שאלות מחוברת השאלות רלוונטיות לבוחן ביום ראשון.</p><p dir=""ltr"" style=""text-align:left;"">תודה מראש.</p>"
20272,שאלה 9 חוברת שאלות,"<p dir=""rtl"" style=""text-align:right;"">היי, אשמח להבהרה לגבי הפפטיד הראשון. <br />לטירוזין יש שייר טעון, אבל בשאלה נראה שהתעלמו מזה ופתרו את השאלה בלי התחשבות בו.ולא הבנתי למה כי זה משנה את כל התשובה.<br />תודה, שקד</p>"
21417,תשובה ל: שאלה 9 חוברת שאלות,"<div class=""text_to_html"">היי שקד,<br />
מצרפת את התגובה שלי, <br />
ציירתי את הפפטיד ואת כל ה-pKa  של השיירים והקצה הקרבוקסילי והאמיני. את הקבוצות שמוסרות פרוטון ציירתי עם הפרוטון וסכמתי מטענים כדי להבין מה המטען על הפפטיד במצב הכי חומצי, בכל pKa נמסר פרוטון והמטען יורד ב-1. מקווה שזה עוזר<br />
</div><div class=""text_to_html""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/21417/WhatsApp%20Image%202022-11-19%20at%2021.00.37.jpeg?time=1668884640972"" alt=""תשובה לשאלה 9 בחוברת השאלות"" width=""1200"" height=""752"" class=""img-fluid atto_image_button_text-bottom"" /><br /></div>"
20316,חוברת שאלות- פרק ב שאלה 1,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">בשאלה 1 בפרק ב׳ ישנו פפטיד שצריך להקשר לחלבון שלילי, ובתשובות נאמר להסתכל בתרגול,<span style=""font-size:0.9375rem;"">אך:</span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;""> א׳- בתרגול נאמר שהפפטיד מסודר בסליל אלפא ובשאלה הנתונה לא, האם צריך להניח שהוא מסתדר כך?</span></p><p dir=""rtl"" style=""text-align:right;"">ב׳- האם החומצות הקושרות חייבות להיות אחת ליד השניה? אם כן איך אפשר לדעת מי ליד מי בלי סידור על גבי הסליל?ֿ</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;"">תודה רבה!</p>"
21398,תשובה ל: חוברת שאלות- פרק ב שאלה 1,"<div class=""text_to_html"">א. באמת חסר הנתון על המבנה בשאלה בחוברת התרגילים, לא ניתן להניח את זה לבד. זאת בדיוק אותה שאלה שנלמדה בתרגול<br />
ב. הן חייבות להיות קרובות אחת לשנייה במבנה המרחבי לכן צריך לדעת איפה נמצאות בסליל</div>"
20400,מטענים בטבלה שבדף עזר,"<p dir=""rtl"" style=""text-align:right;"">איך אפשר לדעת מה המטען של כל אחת מהמוקלקולות שמופיעות בדף עזר?<br />לצערי דיברתי היום עם המתרגלת והיא לא ידעה לענות על כך<br />ואנחנו הרבה חברה שמסתבכים עם זה<br />אז נשמח להבהרה בעניין<br />תודה!</p>"
21173,תשובה ל: מטענים בטבלה שבדף עזר,"<div class=""text_to_html"">אני אומר איך אני מסתכל על זה<br />
קודם נתסכל על הpKr =&gt; אם הוא קיים אז השייר של חומצת האמינו מאבד פרוטון כאשר הpH עולה מעל הpK. <br />
ואז או שהשייר מתחיל כחיובי (+) ומאבד פרוטון להיות ניטרלי  - כל מה שיש לו קבוצת אמין בשייר (וגם pKr!!) - ליצין Lys, היסטידין His וארג'ינין Arg<br />
או שהוא מתחיל ניטרלי ומאבד פרוטון להיות שלילי (-) - כל מה שיש לו ח. קרבוקסילית בשייר - אספרטט Asp וגלוטמט Glu, ובנוסף אליהם גם טירוזין Tyr (שמתחיל עם OH ומאבד את הH) וציסטין Cys (שמתחיל עם SH ומאבד את הH)</div>"
20401,שאלה 19 פרק א,"<p dir=""rtl"" style=""text-align:right;"">היי נשמח לדעת איך פותרים את השאלה. נתקענו עליה, ואנו מניחים שיש כאן מטען שלילי נוסף שלא לקחנו בחשבון. נשמח לעזרה</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/20401/image.png"" alt="""" class=""img-fluid"" /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/20401/image%20%281%29.png"" alt="""" class=""img-fluid"" /><br /></p>"
21180,תשובה ל: שאלה 19 פרק א,<p>ככה אני פתרתי</p>
20409,שאלה 7 בתרגול,"<p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/20409/image.png"" alt="""" class=""img-fluid"" />למה אנחנו לוקחים בחשבון את הטירוזין בתור חומצה שמשפיעה על המטען? הרי מדובר בחומצה ארומטית שאמורה להיות ניטרלית?<br /></p>"
21186,תשובה ל: שאלה 7 בתרגול,"<div class=""text_to_html"">לדעתי כי הוא יכול לתת פרוטון בסביבה בסיסת חזקה (pH&gt;10) ואז הוא הופך ליון <br />
אם אני לא טועה ההסבר לכך זה:<br /><span style=""font-size:0.9375rem;"">למדנו בכימיה אורגנית שכהלים בדר""כ לא הופכים ליון האלקוקסיד (R-OH לא יהפוך כמעט ל (-)R-O), חוץ מפנול (בנזן עם כהל - בדיוק השייר של טירוזין) שבגלל הרזוננס של הטבעת הארומטית עם החמצן השלילי הוא יתייצב ויוכל להתקיים כאלקוקסיד. זאת גם הסיבה שהוא נוקליאופיל טוב. </span><br /></div>"
21402,תשובה ל: שאלה 7 בתרגול,"<div class=""text_to_html"">נכון מאוד</div>"
21404,תשובה ל: שאלה 7 בתרגול,"<div class=""text_to_html"">שימי לב שיש לשייר PK, מה שאומר לנו יכולה להתיינן</div>"
20543,חוברת תרגול פרק א שאלה 22,"<p dir=""ltr"" style=""text-align:left;"">לא הצלחתי בצורת הפתרון הרגילה שבה השתמשתי לפתור את שאר השאלות מסוג זה להגיע לתשובה נכונה</p><p dir=""ltr"" style=""text-align:left;"">האם ניתן לשלוח פתרון מלא?</p>"
21187,תשובה ל: חוברת תרגול פרק א שאלה 22,<p>ככה אני פתרתי :)</p>
20678,חוברת שאלות פרק ב תרגיל 2,"<p dir=""rtl"" style=""text-align:right;"">היי, <br />בתשובות בתרגול (שאלה 20 בתרגול) כתוב כי ב-PH חומצי (3.65) החומצה האמינית אספרטט תהיה ללא מטען דבר שיבטל דחייה אלקטרוסטטית ולכן הסליל יהיה יותר יציב מאשר עם החומצה האמינית ליזין. <br />כשבדקתי את ערכי הPKA של החומצה האמינית אספרטט, ראיתי את הערכים 1.88 (הצד הקרבוקסילי) ו- 3.65 (השייר) משמע בPH חומצי העולה על 3.65 החומצה תהיה טעונה שלילית ולא חסרת מטען (וליזין תהיה טעונה חיובית). <br />בנוסף, איך אני אמורה לדעת על איזה ערכי PH להסתכל בשאלות מהסוג הזה ? (למשל בשאלו זו חשבתי לבחון את הסליל בPH=7 - פיזיולוגי).<br />אשמח לדעת איפה אני טועה והבהרה לגבי שאלה זו. <br />תודה</p>"
21188,תשובה ל: חוברת שאלות פרק ב תרגיל 2,"<div class=""text_to_html"">בנוגע לתשובות בתרגול, כתוב שם שאספרטט יהיה ניטרלי בpH קטן מ3.65 (וליזין חיובית), מה שמתיישב טוב עם ההסבר.<br />
לדעתי בשאלות כלאה צריך לדמיין את כל אפשרויות הpH האפשריות - מה יכול לקרות בpH שלילי מאוד, ניטרלי וחיובי מאוד, ואז לנסות למצוא את ההסבר הכי טוב מבינהם :)</div>"
24648,מעבר על תוכן התרגולים מראש,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">לא מופיעה לי מצגת התרגול במודל במידה ואני מעוניינת לעבור על החומר של התרגול מראש.</p><p dir=""rtl"" style=""text-align:right;"">המצגת עולה מראש והבעיה אצלי? אם לא אשמח שיעלה לפני שנוכל לעבור על זה.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה.</p>"
25194,"סעיף 1, שאלה בשקופית 31. תרגול 2","<p dir=""rtl"" style=""text-align:right;"">מתחת לPH של 5.9 החלבון חיובי (PI=5.9), ומעל ערך זה מטענו שלילי. לכן, על מנת לבודד את החלבון במחליף יונים נרצה שהחלבון לא ייקשר לבידים אלא ישטף לצורך בידודו. לכן, במחלף קטיונים נרצה להשתמש בסביבה שגורמת לחלבון להיות שלילי, כלומר לעבוד בPH שגבוה מ5.9. בתשובה בשקופית כתוב הפוך (PH=5). מדוע?</p>"
26668,"תשובה ל: סעיף 1, שאלה בשקופית 31. תרגול 2","<p>אני חושב שאפשר גם וגם.</p><p>כמו אמרת, במחליף קטיונים היונים החיוביים נקשרים לבידים, וכל השאר נשטף. לאחר מכן אנחנו נשים מלא מלח שיחליף את הקטיונים שנקשרו לבידים (לכן קוראים למערכת מחליף קטיונים) והחלבון החיובי שלנו נשטף החוצה. לכן אם רוצים לבודד חומר חיובי, אפשר להשתמש במחליף קטיונים, והחומר שישטף אחרון אחרי שנוסיף מלח זה החלבון שאנחנו רוצים לבודד :)</p>"
28601,"תשובה ל: סעיף 1, שאלה בשקופית 31. תרגול 2","<div class=""text_to_html"">היי מיכל,<br />
אני מניחה שבמענה על השאלה הנל התבססת על התשובה שניתנה לסעיפים 10-11 בשאלה השביעית בתרגול (שקופית מס 27 במצגת), אבל שימי לב להבדל בנתונים בין השאלות.<br />
בניגוד לשאלה הקודמת, בה תוארה תערובת ספציפית של שלושה חלבונים עם ערכי pI ידועים,<br />
בשאלה שצירפת כאן אין לנו מידע נוסף מלבד העובדה שמעוניינים להריץ תערובת חלבונים על קולונת מחליף יונים ע""מ לבודד מתוכה חלבון מסויים.<br />
במקרה כזה, ובאופן כללי כשמדברות על ניקוי באמצעות מחליף יונים מבלי לספק נתונים נוספים, נהיה מעוניינות בקשירה של החלבון הנחקר אל הקולונה ולא ההפך כמו שאת מתארת. אחרכ נריץ תמיסות מלח בריכוזים עולים כדי לאפשר איסוף מדורג של החלבונים שנקשרו לקולונה (בזכות גרדיאנט המלח נוכל לקבל חלבונים שונים במבחנות שונות).<br />
לכן, התשובות שמופיעות בשקף הן התשובות הנכונות.</div>"
26713,2 השאלות שניתנו בהרצאה,"<p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/26713/image.png"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;"">מצרף פה את התשובה שלי ואשמח לתיקונים\חידודים  :)</p><p dir=""rtl"" style=""text-align:right;"">1) ניתן לראות לפי הרכב שמן הקנולה כי 90% בערך ממנה ישנם ""אומגות"" כלומר המיקום מהסוף שבו יש קשר כפול (למשל אומגה 3 זה קשר כפול בין פחמן 3,4 מהסוף)  <span style=""font-size:0.9375rem;"">הקשר הכפול הזה יקנה לנו עקימות לזנב ההידרופובי אשר יגרום להורדת ה Tm (טמפרטורת ההתכה temperature of melting) מכיוון שהמבנה המרחבי שלו משפיע על הנזילות(fluidity) והמשמעות היא שהורדת ה Tm תגרום לכך ש""נצטרך"" טמפרטורה יותר נמוכה כדי להגיע ל fluidlike structures ולכן בטמפרטורת החדר (טמפרטורה שיותר גבוהה מהסף Tm) נמצא כי שמן הקנולה יהיה במצב נוזלי. </span></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/26713/image%20%282%29.png"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;"">2) כולסטרול נמצא בתוך הממברנות של התאים שלנו והוא משפיע בצורה מעניינת בטמפרטורות שונות נחלק את הבעיה לשני חלקים:</p><p dir=""rtl"" style=""text-align:right;""><u>טמפרטורות גבוהות</u> - הכולסטרול יפחית את הפלואידיות (""ירצה"" לשמור על המבנה יציב) המבנה המרחבי של הכולסטרול יגרום להפרעות בתנודות ולפגיעה בפלואידיות , אפשר להבין זאת אם נחשוב על זה כך: אם בכלל לא היה כולסטרול אז הפוספוליפידים היו יכולים לנוע בתנועה חופשית יותר ואז היינו מקבלים פלואידיות גבוהה יותר ולכן ניתן לראות שהכולסטרול גורם להפרעה מרחבית שמקטינה את הפלואידיות.</p><p dir=""rtl"" style=""text-align:right;""><u>טמפרטורות נמוכות</u>- הכולסטרול מגביר את הפלואידיות (מונע את ההתארגות הצפופה של הממברנה) גם כאן אפשר לחשוב על זה בצורה הזאת : אם לא היה כולסטרול אזי היינו מקבלים את ההתארגנות המקסימלית של הפוספוליפידים ואת הפלואידיות הכי נמוכה , אבל היות ויש מולקולות כולסטרול שהם בעלות נפחיות ומבנה מרחבי מעניין הם מפריעות ומקשות על ההתארגנות הצפופה של הפוספוליפידים ולכן סה""כ במצב של טמפרטורה נמוכה ישנה הגברה של הפלואידיות!</p><p dir=""rtl"" style=""text-align:right;"">מדהים ! :) </p>"
35644,תשובה ל: 2 השאלות שניתנו בהרצאה,"<div class=""text_to_html"">נכון מאוד! כל הכבוד!</div>"
30624,הסרטונים על בקרה של מקרומולקולות,"<p dir=""rtl"" style=""text-align:right;"">היי, האם אפשר לקבל הסבר למתי והאם צריך לצפות בסרטונים הללו?</p><p dir=""rtl"" style=""text-align:right;"">תודה</p>"
32366,סוכרים,"כיצד מצופה מאיתנו ללמוד את נושא הסוכרים?<br />האם יהיה לנו סרטון הסבר עליו בהמשך, והאם זה חלק מהלוז של השיעורים המוקלטים שלנו?<br />"
32790,תשובה ל: סוכרים,"<div class=""text_to_html"">ראי את ההודעה של יואל בנושא</div>"
34379,שאלה ממצגת תרגול 3,"<p dir=""rtl"" style=""text-align:right;"">שלום!</p><p dir=""rtl"" style=""text-align:right;"">אשמח להסבר בנוגע לשאלה זו. תודה :)</p>"
35676,תשובה ל: שאלה ממצגת תרגול 3,"<div class=""text_to_html"">היי מיכל,<br />
אנזים א' מתנהג לפי מיכאליס מנטן, מגביר את פעילותו ביחס לינארי לעליה בריכוז הסובסטרט -&gt; מהמשפט הזה את צריכה להבין שיש קשר לינארי בין V0 לבין S, וזה קורה במודל של מיכאליס מנטן במצב שבו Km גדול בסדרי גודל מ-S ולכן בחיבור בינהם במכנה ניתן להזניח את S.<br />
נתון כי טווח הריכוזים של S בתא משתנה בין 1 uM ל-10 uM <br />
שואלים אותך מה הערך ההגיוני שיכול להיות ל-Km, את צריכה להבין שזה ערך שגדול בסדרי גודל מריכוז S בתא, כלומר גדול בסדר גודל לפחות מ-10 uM.<br />
מקווה שזה ברור.<br />
יהל</div>"
36032,תשובה ל: שאלה ממצגת תרגול 3,"<div class=""text_to_html"">תודה רבה!</div>"
35528,שאלות לפתרון מפרק ד׳ בחוברת תרגילים,"<p dir=""ltr"" style=""text-align:left;"">אהלן,</p><p dir=""ltr"" style=""text-align:left;"">אחרי מעבר שעשיתי על חוברת התרגילים נראה שבפרק ד׳ (קינטיקה) יש כמות משמעותית מאוד של שאלות לא חופפות לחומר שלמדנו (חלקן מצריכות פתרון משוואות בשני נעלמים, חלקן מכילות מושגים שלא נלמדו בכיתה אבל כן בתרגול וגם זה, לא לעומק). האם בבקשה ניתן לציין אילו שאלות מפרק ד׳ מחוברת התרגילים מצופה שנדע לפתור? כרגע יש חוסר חפיפה מסוימת בין הפרק לסילבוס ולא לגמרי ברור מה אנחנו אמורים לדעת ומה לא.</p><p dir=""ltr"" style=""text-align:left;"">המון תודה,</p><p dir=""ltr"" style=""text-align:left;"">עירד</p>"
38833,הקלטה- תרגול 3,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">ההקלטה של תרגול 3 היא רק של סוף התרגול (20 דק').<br /><span style=""font-size:0.9375rem;"">יש אפשרות להעלות הקלטה מלאה של התרגול?</span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;""><br /></span></p><p dir=""rtl"" style=""text-align:right;""><span style=""font-size:0.9375rem;"">תודה רבה:)</span></p>"
39340,שיעור בראשון וצפייה בסרטונים,"<p dir=""rtl"" style=""text-align:right;"">שלום,</p><p dir=""rtl"" style=""text-align:right;"">רציתי לשאול אם צריך לצפות בסרטונים של מטבוליזם וגליקוליזה והאם מתקיימים שיעורים שבוע הבא בראשון ושלישי.</p><p dir=""rtl"" style=""text-align:right;"">תודה ושבת שלום</p>"
41228,פידבק לחוית המציאות המדומה בחלבונים,"<p dir=""rtl"" style=""text-align:right;"">שלום :)</p><p dir=""rtl"" style=""text-align:right;"">בהמשך לבקשה במייל, כותב את הפידבק שלי לחווית ההתנסות במציאות המדומה בחלבונים שהיתה לי היום.</p><p dir=""rtl"" style=""text-align:right;"">ראשית כל ובעיקר - ההתנסות מהנה מאוד. על אף שההתנסות הייתה קצת קצרה מהצפוי, כל עוד היא נמשכה היא הייתה לא שגרתית ומיוחדת ועל כן ומהנה באופן כללי ובפרט כאמצעי להבנת חומר הלימוד.</p><p dir=""rtl"" style=""text-align:right;"">בנוסף, אהבתי שההתנסות הייתה אינטראקטיבית במובן שהיא כללה מענה על שאלות ופידבק לתשובות בניגוד לצפייה פאסיבית. <span style=""font-size:0.9375rem;"">אוסיף שאהבתי במיוחד את השאלות שבהן נדרשתי לסמן אזורים על החלבון ממש.</span></p><p dir=""rtl"" style=""text-align:right;"">עם זאת, לפני השאלות ""לעומק"" החומר, הייתי שמח ליותר שאלות קלילות שהיו מאפשרות התנסות עם הסביבה הוירטואלית לפני שאלות שנוגעות לחומר עצמו (מבנה החלבון וכו').</p><p dir=""rtl"" style=""text-align:right;"">כמו כן, חלק מהשאלות קצת ארוכות באנגלית ומקשות על ההבנה שלהן.</p><p dir=""rtl"" style=""text-align:right;"">לסיכום, סך הכל מדובר בחוויה מהנה מאוד ושוברת שגרה עם פוטנציאל גדול. הייתי ממליץ להוסיף תכנים ולהשתמש בפלטפורמה הזאת באופן משמעותי יותר שממש יהיה ניתן ללמוד באמצעותה דברים חדשים.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה!</p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
41652,שאלות בנושא מטאבוליזם,"<p dir=""rtl"" style=""text-align:right;"">שלום! </p><p dir=""rtl"" style=""text-align:right;"">באחד הסרטונים נעשתה השוואה בין Pi ובין ATP בהקשר של שימוש כמטבע אנרגיה בתא. רציתי לשאול אם רמת האנרגיה החופשית לא גדלה ככל שמולקולה יציבה יותר?<br />ATP משחררת המון אנרגיה בפירוק לעומת Pi, אך בכל זאת הוזכרו המון סיבות למה Pi יציבה. אשמח לחידוד מי מהן יציבה יותר וכיצד ניתן להבין את התלות בין יציבות המולקולה לרמת האנרגיה החופשית המשתחררת.</p><p dir=""rtl"" style=""text-align:right;"">תודה רבה!<br />יובל </p>"
43844,תשובה ל: שאלות בנושא מטאבוליזם,"<div class=""text_to_html"">היי, זה מה שאני כתבתי לעצמי בנושא, אולי זה יעזור(:<br />
כאשר עוברים מ ATP ל ADP או ל AMP משתחרר פוספט אנאורגני Pi , הפוספט הזה יותר יציב לבדו מאשר כחלק מהמולקולות הללו כי:<br />
-	יש לו קשר כפול עם רזוננס מרובע, הרזוננס מייצב את המבנה שלו.<br />
-	אם נסתכל על המטענים של הפוספט לעומת המטענים של המולקולות הללו, נראה ב ATP מטענים שליליים שנמצאים בשכנות זה לזה מה שמייצר דחייה <br />
         אלקטרוסטטית ומערער את המבנה. זה הרבה פחות יציב מהפוספט האנאורגני.<br />
-	יש אפשרות לבצע הידרציה וליצור מולקולת מים מפוספט אנאורגני וזה עוד יותר מייצב אותו בהשוואה אליהן.</div>"
42675,שאלה 10 פרק ד,"<p dir=""rtl"" style=""text-align:right;""><br /></p>"
43056,תשובה ל: שאלה 10 פרק ד,"<div class=""text_to_html"">מה לא מובן בשאלה?</div>"
43290,תשובה ל: שאלה 10 פרק ד,"<div class=""text_to_html"">מה הפיתרון?<br />
לא כתוב בתשובות מה התוצאות של VMAX ו-KM</div>"
44424,תשובה ל: שאלה 10 פרק ד,"<div class=""text_to_html"">היי שירי,<br />
מהנתונים בשאלה זו ניתן לייצר גרפים של מהירות התחלתית כתלות בריכוז הסובסטרט.<br />
בצורה זו נוכל לקבל את משוואת הישר, ולחלץ את ערכי הKm וה Vmax לפי נקודות החיתוך עם הצירים.<br />
למשל, כפי שתוכלי לראות לפי הגרף המצורף מטה, ללא מעכב, ערך הKm המתקבל הוא 2.5 ו Vmax=0.54.</div><div class=""text_to_html"">לאחר שנחשב את ערכים אלו עבור שלושת התנאים, נוכל לשער איזה סוג מעכבים הם A וB.<br />
<br />
בהצלחה!<br />
הדס</div><div class=""text_to_html""><br />
<img src=""https://moodle.tau.ac.il/2022/pluginfile.php/360070/mod_forum/post/44424/image.png"" alt="""" class=""img-fluid"" /><br />
</div>"
